100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 2
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 2
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
100, 1, 1
